51,39.29,24.98,35.84,25.65,35.84,36.18
52,40.33,24.98,35.49,25.99,35.15,36.18
53,40.33,24.98,35.84,25.99,35.84,36.52
54,39.29,24.98,36.18,26.32,35.49,36.18
55,38.6,24.98,35.84,25.99,35.15,35.84
56,38.6,24.98,35.49,26.32,34.46,35.84
57,39.29,25.31,35.49,26.66,36.18,35.84
58,39.29,25.31,35.84,26.66,36.18,35.84
59,38.94,25.31,35.49,26.66,35.15,35.84
60,38.6,25.65,35.49,26.99,34.46,35.84
61,38.94,25.65,35.49,27.33,34.46,35.84
62,39.64,25.65,35.49,26.99,35.49,36.18
63,39.64,25.99,35.49,26.99,35.84,36.18
64,38.6,25.99,35.49,27.33,35.15,35.84
65,38.6,25.99,35.49,27.33,35.15,35.84
66,37.9,26.32,35.15,26.99,35.84,35.49
67,37.9,26.32,35.15,27.33,35.15,35.15
68,38.6,25.99,35.49,28.0,34.46,35.15
69,39.29,26.32,35.49,28.0,35.15,35.84
70,38.94,26.32,35.49,28.0,34.46,35.84
71,38.25,26.66,35.49,28.0,35.15,35.84
72,37.9,26.66,35.15,28.0,35.15,35.84
73,37.56,26.66,34.81,27.67,35.49,35.15
74,37.56,26.32,34.81,28.0,35.49,35.15
75,37.9,26.99,34.81,28.0,34.46,35.15
76,38.6,26.66,35.15,28.34,34.46,35.49
77,38.6,26.66,35.15,28.34,34.81,35.49
78,38.25,26.99,35.15,28.34,34.46,35.84
79,37.56,26.66,35.15,28.68,34.46,35.15
80,37.9,26.99,34.81,28.34,34.81,35.15
81,37.9,26.99,35.15,28.34,35.49,35.15
82,37.21,26.99,34.81,28.34,33.78,35.15
83,37.56,26.99,34.81,28.34,34.46,34.81
84,38.25,27.33,34.81,28.34,34.81,35.49
85,38.25,26.99,34.81,28.68,34.46,35.15
86,37.56,27.33,34.81,28.68,34.81,35.15
87,36.87,27.33,34.81,28.34,35.15,35.15
88,37.21,27.33,34.81,28.68,35.49,34.81
89,37.21,27.33,34.81,28.68,34.81,34.81
90,37.21,27.67,34.46,28.34,35.15,35.15
91,38.25,27.33,34.81,29.36,35.15,35.49
92,37.9,27.33,35.15,29.36,35.15,35.15
93,37.56,27.67,34.81,29.02,34.81,35.49
94,36.87,27.67,34.81,29.02,35.49,35.15
95,36.52,27.67,34.46,29.02,33.78,34.81
96,36.87,28.0,34.46,29.36,34.46,34.81
97,37.56,27.67,34.81,29.02,34.12,34.81
98,38.25,27.67,34.81,29.36,35.15,35.15
99,38.25,27.67,34.81,29.36,35.15,35.15
100,37.56,27.67,35.15,29.36,34.46,35.49
101,37.21,27.67,34.81,29.02,35.49,35.15
102,36.87,27.67,34.81,29.36,34.81,35.15
103,36.52,27.67,34.46,29.02,34.81,34.81
104,36.52,27.67,34.46,29.36,34.46,34.46
105,37.21,28.0,34.46,29.36,34.46,34.81
106,37.21,28.0,34.81,29.36,35.15,35.15
107,36.87,27.67,34.46,29.02,35.15,34.46
108,37.21,28.0,34.81,29.36,34.46,34.81
109,37.21,27.67,34.81,29.36,34.81,34.81
110,36.87,28.0,34.81,29.02,35.49,34.81
111,36.18,27.67,34.12,29.36,34.12,34.46
112,36.52,28.0,34.46,29.36,34.46,34.46
113,37.21,28.0,34.46,29.36,35.15,34.46
114,37.21,28.0,34.81,29.36,35.49,34.81
115,36.87,28.0,34.46,29.36,34.46,34.46
116,36.87,28.0,34.46,29.02,35.49,34.81
117,37.21,28.0,34.46,30.03,34.12,34.81
118,36.87,28.0,34.46,29.36,35.49,34.81
119,36.52,28.0,34.46,29.36,34.81,34.46
120,36.52,28.0,34.12,29.36,34.46,34.46
121,37.21,28.34,34.46,29.02,34.81,34.81
122,37.21,28.34,34.81,30.03,34.46,34.46
123,36.87,28.0,34.46,29.69,35.15,34.81
124,36.18,28.34,34.46,29.69,34.81,34.81
125,36.18,28.0,34.12,29.69,34.12,34.12
126,36.18,28.0,34.12,29.69,34.12,34.12
127,36.87,28.0,33.78,29.69,34.81,34.46
128,37.56,28.34,34.46,29.02,35.15,34.46
129,37.56,28.34,34.81,29.02,34.81,35.15
130,37.21,28.34,34.81,29.69,34.12,34.81
131,36.52,28.34,34.46,29.69,34.81,34.81
132,35.84,28.34,34.12,29.69,34.81,34.81
133,36.18,28.68,34.12,29.69,34.12,34.81
134,37.21,28.34,34.46,29.69,34.12,34.81
135,37.21,28.0,34.46,29.69,35.49,34.81
136,36.87,28.34,34.12,30.03,34.12,34.81
137,36.18,28.34,34.12,29.69,35.15,34.81
138,35.84,28.34,34.12,29.69,33.78,34.46
139,35.84,28.34,33.78,29.69,34.81,34.12
140,36.52,28.68,34.12,30.03,33.44,34.46
141,37.56,28.34,34.12,29.69,35.49,34.81
142,37.9,28.34,34.46,29.69,34.81,34.81
143,37.21,28.68,34.46,29.69,35.49,34.81
144,36.52,28.68,34.46,29.69,35.49,34.81
145,35.84,28.34,34.46,29.02,35.15,34.81
146,36.87,28.34,34.12,30.03,33.1,34.46
147,36.87,28.68,34.46,30.03,34.12,34.81
148,37.21,28.34,34.46,29.69,35.49,34.81
149,36.87,28.34,34.12,30.03,33.78,34.46
150,36.87,28.68,34.46,29.69,34.46,34.46
151,36.87,28.68,34.46,29.69,34.12,34.81
152,36.87,28.34,34.46,29.69,35.15,34.81
153,36.18,28.34,34.46,29.69,34.81,34.46
154,36.52,28.34,34.12,29.69,34.81,34.12
155,36.87,28.34,34.12,29.69,34.46,34.46
156,37.56,28.34,34.46,30.03,35.49,35.15
157,37.56,28.34,34.81,30.03,35.49,35.15
158,37.56,28.68,34.46,29.69,35.15,35.15
159,36.52,28.68,34.46,30.03,34.12,34.81
160,36.52,28.34,34.12,30.03,35.15,34.81
161,35.84,28.34,34.12,29.69,34.81,34.46
162,36.18,28.34,34.12,29.69,34.12,34.46
163,36.52,28.68,34.12,29.69,34.12,34.46
164,37.9,28.34,34.46,29.69,35.49,34.81
165,37.56,28.68,34.81,30.03,34.46,35.15
166,37.21,28.34,34.46,30.03,33.78,35.15
167,36.87,28.68,34.81,29.69,34.81,34.81
168,36.18,28.68,34.12,29.69,34.12,34.46
169,36.18,28.34,34.46,29.69,33.78,34.46
170,37.21,28.34,34.46,29.69,34.12,34.46
171,37.21,28.34,34.46,29.69,33.78,34.81
172,36.87,28.68,34.46,30.03,34.12,34.81
173,36.18,28.34,34.12,30.03,34.46,34.81
174,36.18,28.34,34.46,29.69,35.15,34.81
175,36.52,28.34,34.12,29.69,35.15,34.81
176,36.18,28.34,33.78,30.03,34.12,34.46
177,36.18,28.68,34.12,30.03,34.46,34.12
178,36.87,28.68,34.12,30.03,35.15,34.46
179,37.21,28.34,34.12,30.03,34.12,34.81
180,36.87,28.68,34.12,29.69,35.15,34.81
181,36.18,28.68,34.12,30.03,33.78,34.46
182,36.52,28.68,34.12,30.03,33.78,34.46
